voiceID,startTime,endTime,avgTime,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,meanPitch,maxPitch,minPitch,meanIntensity,maxIntensity,minIntensity
511.232_511.412,511.232,511.412,511.322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,27.88735574767515,41.56842561748319,10.01592335295486
535.165_536.497,535.165,536.497,535.8309999999999,220.3869914115125,66.50402115486784,7.856922305724909,0.029208276112851324,0.00013092521788691353,0.013449861772526528,0.014287926379304169,0.04034958531757958,0.1906614183802799,1.5355655023497468,0.09823468841436739,0.10655779984424106,0.13005048316733345,0.29470406524310216,191.9451685900254,517.79076513666,87.11045247686698,61.51490947108694,76.95199646041115,33.62448705305016
563.463_566.941,563.463,566.941,565.202,258.19912700898357,51.33245138790016,14.146861980297523,0.019188301652251535,7.447884881462858e-05,0.010369392177866447,0.009311180168040677,0.03110817653359934,0.08657711482003813,0.8039325581984241,0.03911763856158187,0.044921642106603106,0.07637239854311803,0.1173529156847456,206.60233000412882,596.5067714500736,95.15498451207188,59.3291467027945,79.78381510897701,18.54569262879782
569.416_569.474,569.416,569.474,569.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,-1.0,-1.0,-1.0
591.265_592.035,591.265,592.035,591.65,268.419974401008,9.168876171902896,18.839438512477173,0.006500522851201621,2.421354948412097e-05,0.0028720724012529196,0.0037508695544635493,0.008616217203758759,0.07383545584836387,0.6749949025184654,0.03299303271933398,0.03854249316097207,0.06444482860381301,0.09897909815800193,194.64800423674095,214.72839993952735,182.57182479681126,69.1697468920837,76.68339510918818,59.692498946568726
593.11_598.191,593.11,598.191,595.6505,187.00501792073092,73.65253625120741,9.04761426074399,0.020687055215893195,0.00011036701145968428,0.010950458528966568,0.01274394779071639,0.032851375586899705,0.1310654239916822,1.2306634975197175,0.05678085763555046,0.0780265415544537,0.14011112551029653,0.17034257290665136,138.331639979493,230.3970979625021,83.02880522076677,54.427805719104605,78.00448068024596,13.746971009784401
612.19_613.658,612.19,613.658,612.924,247.16100898730159,82.87340301610035,17.169950980445215,0.014221163133969745,5.8100220723090686e-05,0.0072063993127725896,0.007335483566635233,0.02161919793831777,0.07622232464511147,0.8131406090218117,0.0399914182374143,0.04103176485520159,0.05313079107803103,0.11997425471224289,206.23717578867448,587.2227386427012,94.72277301061561,59.64378572512828,80.61524686660366,16.588976693783376
615.125_617.889,615.125,617.889,616.5070000000001,250.22271409201082,125.2852378925524,7.720574713470482,0.03005805920456658,0.00012183604313287043,0.014209925136376533,0.016190694199459114,0.0426297754091296,0.14961123540250446,1.334347446426082,0.056754176682975145,0.09799350504446022,0.1690357726526329,0.17026253004892544,210.46673956055966,438.85379435864627,89.07002455585739,49.814280399853324,83.58445578814076,14.121177126610984
660.375_668.501,660.375,668.501,664.438,249.17416422919203,70.65241403392551,16.28416293493144,0.017470591238356255,6.994605193865914e-05,0.009168728312015489,0.008461977583116984,0.027506184936046466,0.07057184781781783,0.7817385703393772,0.025852907937818255,0.03463652470294559,0.06857250125855051,0.07755872381345477,184.89898144273437,562.536818242393,82.33597502315887,52.73669619696814,81.0602154918295,15.25388352823578
714.943_718.523,714.943,718.523,716.733,241.7250179850147,72.37354062269134,14.62863473504869,0.017582457425555968,7.305580737928975e-05,0.00850491559263954,0.009662028129572363,0.02551474677791862,0.10143791324311016,1.009141162105895,0.042919715150074714,0.05325303979591816,0.09230241241846786,0.12875914545022416,199.4792077711452,597.2525596270203,96.63757018020334,56.77914259161401,77.17537959785189,16.140554434661635
729.927_729.983,729.927,729.983,729.9549999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,-1.0,-1.0,-1.0
750.506_751.475,750.506,751.475,750.9905,239.1772750016394,42.58998649591414,20.382446464013267,0.007245705593288417,3.0119857632839062e-05,0.0036131211586307643,0.0033191269253118128,0.010839363475892292,0.03290060030561527,0.38722831402001695,0.014087201625969156,0.01803993352886406,0.027208396023329792,0.04226160487790746,173.66702874489786,195.96455970548865,85.97406592536522,69.69364317786771,76.54646032435514,59.116584622404616
754.167_759.893,754.167,759.893,757.03,286.6218908453438,112.90882860732029,7.064056745719288,0.04255314047726343,0.00015040567881537722,0.02121110025118715,0.02200660301103457,0.06363330075356145,0.13637243968307688,1.23810180691918,0.058663834168642515,0.0732923850864405,0.1369390561463758,0.17599150250592754,217.4556056136266,362.8550406596709,76.30291705204226,50.498878699628,77.38881211268296,16.75987337727651
795.91_798.867,795.91,798.867,797.3885,254.82890002572907,13.313891433931365,12.073708089687994,0.024219497482324943,9.556947109235919e-05,0.01161148475275461,0.012023368852431864,0.03483445425826383,0.1059789408035202,0.9579541132315612,0.04128455120068419,0.05841216644370285,0.10609310054950201,0.12385365360205255,188.50974761441134,523.857710675286,80.306761227861,55.202158223551216,75.15283621197376,19.621845083922103
815.194_816.289,815.194,816.289,815.7415,334.85201761317313,45.66926829400994,15.705373278165762,0.01043100120368286,3.119564065546486e-05,0.004915287410192891,0.006411121261019248,0.014745862230578673,0.06333336305666476,0.6305805032068978,0.024963553608904485,0.03705270528247989,0.061723592521859626,0.07489066082671346,238.90959564545702,291.8925622470221,96.65908449923894,68.31160841295134,80.04130092449087,43.77771434703932
819.324_819.679,819.324,819.679,819.5015,193.94738504581113,75.1452146016764,6.278687214088229,0.038098019210125914,0.00019695514247412987,0.021446810334418667,0.034707559953884304,0.064340431003256,0.17376502743717964,1.3875666854567519,0.11787750404596628,nan,nan,0.3536325121378988,297.04058203536033,595.3230139993061,88.98385646568045,57.26519995462549,68.83494607825438,31.69137363486184
825.327_825.645,825.327,825.645,825.486,321.3563092244066,49.563081024875,6.171195761033728,0.03770544061538528,0.0001197477769911653,0.019960244395355008,0.021151810579694248,0.05988073318606502,0.14915133370061495,1.4977771225556809,0.0477968114313803,0.09378616726657064,nan,0.1433904342941409,395.61820192531593,595.0023190479405,212.04140737029664,63.48316931247642,77.55530697595503,41.555998702279176
1011.527_1013.664,1011.527,1013.664,1012.5955,240.72819624826417,63.17967644471186,11.893091081487158,0.01682233453683974,6.943777819156401e-05,0.00874430326188398,0.00918594388174822,0.026232909785651938,0.10461349301502296,0.9348987044779787,0.04551157216999461,0.05054028580355481,0.10981849400301034,0.13653471650998383,175.51236628545928,586.2380582811811,89.97073248559478,58.71936597024158,76.48737929229532,21.701627048871657
1017.078_1017.282,1017.078,1017.282,1017.1800000000001,nan,nan,2.346292448316881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,50.13189080810848,69.20852350908339,39.578433119133784
1020.483_1020.54,1020.483,1020.54,1020.5115,nan,nan,-2.3749949761680744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,-1.0,-1.0,-1.0
1036.666_1042.871,1036.666,1042.871,1039.7685000000001,284.7985530254487,40.45551214953828,14.552447731011029,0.01314790162855546,4.6278608285598276e-05,0.0062309498485629425,0.006060048612660229,0.01869284954568883,0.0787120030664619,0.8118669652613947,0.03205096365909583,0.03811277850740067,0.0699632458259465,0.09615289097728749,215.54627675853894,571.8976727889456,88.01400975770287,54.26075432288072,78.86704635359035,16.039578744361435
1053.986_1054.878,1053.986,1054.878,1054.432,264.45506477523736,38.46137336290637,21.843399093995686,0.005496287390447532,2.062813923125171e-05,0.0029501861701994214,0.0026000841703314437,0.008850558510598265,0.04500904967917002,0.39782404892925716,0.026243126288749564,0.022551238396480957,0.030910229108135016,0.0787293788662487,190.42858438295684,213.20094579191954,91.10119564262325,70.4559750856093,75.99341129133865,61.372191803981615
1057.212_1058.727,1057.212,1058.727,1057.9695000000002,151.0669058551238,53.47814320213239,17.36352120072806,0.007621988024472479,5.0779769686205304e-05,0.002711991907069167,0.0036304242135434474,0.008135975721207502,0.0765492940471506,0.7979986622689379,0.025931184103684318,0.03570218129343439,0.06581652398114299,0.07779355231105295,108.68832539535221,207.81956495863358,81.00546970416967,64.71966468343516,78.12209946880965,25.46482629205581
1060.397_1060.836,1060.397,1060.836,1060.6165,258.5058377905867,13.670569810191301,13.339414915815235,0.019939595010232774,7.721894051619511e-05,0.0123205719670602,0.011241167439540657,0.0369617159011806,0.06855306417947704,0.7303310930923606,0.03377770485160551,0.04141608719598461,0.05116007759486373,0.10133311455481653,188.57076793580782,203.56370709721386,170.89551358330954,61.433325147982515,69.74962027676821,54.31860383632261
1063.159_1066.254,1063.159,1066.254,1064.7065,256.4187997652001,113.88591021236802,12.290478135507252,0.016779560583302097,6.499356863149514e-05,0.007818476993335292,0.008528164673300547,0.023455430980005874,0.09114929518947618,1.0064311148796627,0.042444911340419056,0.04561684894988861,0.07203345518676085,0.12733473402125717,189.16869348665108,350.6788736011778,88.8577519006657,58.29549276101758,79.9810400572572,17.8544401073008
