Experiment ID,feature,Proximity,Convergence,convergence_pvalue,p_corr(-15),p_corr(-15)_p_val,p_corr(-10),p_corr(-10)_p_val,p_corr(-5),p_corr(-5)_p_val,p_corr(0),p_corr(0)_p_val,p_corr(5),p_corr(5)_p_val,p_corr(10),p_corr(10)_p_val,p_corr(15),p_corr(15)_p_val
Masha12-Robot,meanF0Hz,-0.6425564957,0.4438992181,2.46E-27,-0.3824371263,1.26E-19,-0.3197911729,5.38E-14,-0.251116315,4.29E-09,-0.1961330967,4.67E-06,-0.1752978264,4.80E-05,-0.1539022784,0.0003914051639,-0.1340064292,0.002153542461
Masha12-Robot,stdevF0Hz,-0.247593599,-0.2013401814,2.56E-06,0.4417521559,2.41E-26,0.4197570723,6.59E-24,0.3948219744,2.73E-21,0.3620940078,4.43E-18,0.3484014596,1.25E-16,0.3202912474,4.89E-14,0.275818323,1.44E-10
Masha12-Robot,HNR,-1.066592873,-0.8073277944,1.19E-124,0.4754039591,8.61E-31,0.4585572365,9.22E-29,0.4521328424,3.65E-28,0.4370711827,1.84E-26,0.4401486613,1.29E-26,0.4416772803,1.42E-26,0.4433859533,1.50E-26
Masha12-Robot,localJitter,-0.4978430596,0.3625470425,4.00E-18,0.5741975688,4.10E-47,0.5646403895,1.05E-45,0.557704418,8.20E-45,0.5516573901,4.34E-44,0.5691963159,5.26E-47,0.5853678672,8.78E-50,0.6036553525,3.88E-53
Masha12-Robot,localabsoluteJitter,-0.5638135531,0.4317411941,8.58E-26,0.4240714478,3.36E-24,0.4457255469,4.36E-27,0.4735704448,4.31E-31,0.5026059449,1.02E-35,0.5398632991,1.42E-41,0.5747885537,1.15E-47,0.6115003534,7.54E-55
Masha12-Robot,rapJitter,-0.5002113218,0.335384436,1.39E-15,0.4596015074,1.22E-28,0.4446786142,5.93E-27,0.4396809447,1.48E-26,0.4386274868,1.17E-26,0.4512384789,4.78E-28,0.4631889466,2.20E-29,0.4785833778,3.08E-31
Masha12-Robot,ppq5Jitter,-0.361781862,0.2349407706,3.61E-08,0.5317493525,1.95E-39,0.5204616868,6.42E-38,0.510338047,1.28E-36,0.4973414042,6.72E-35,0.5055126584,7.43E-36,0.511510575,1.78E-36,0.5258265561,1.89E-38
Masha12-Robot,ddpJitter,-0.5002113218,0.335384436,1.39E-15,0.4596015074,1.22E-28,0.4446786142,5.93E-27,0.4396809447,1.48E-26,0.4386274868,1.17E-26,0.4512384789,4.78E-28,0.4631889466,2.20E-29,0.4785833778,3.08E-31
Masha12-Robot,localShimmer,-0.2757114555,0.1170028679,0.006640630548,0.5595981044,2.39E-44,0.5825785597,3.23E-49,0.6040076368,3.34E-54,0.6220342896,7.98E-59,0.6634136503,9.17E-69,0.6984053456,2.70E-78,0.7318182797,1.20E-88
Masha12-Robot,localdbShimmer,-0.2654811544,0.5565324248,5.35E-45,0.7178042298,8.38E-84,0.7316855896,1.97E-89,0.7442781764,5.67E-95,0.750165729,3.61E-98,0.7755496264,5.88E-108,0.7948728887,5.38E-116,0.8107225402,5.27E-123
Masha12-Robot,apq3Shimmer,-0.3604078161,0.06561597745,0.1288556991,0.6309322987,2.65E-59,0.6456368173,1.77E-63,0.6522647368,8.83E-66,0.6550596237,3.98E-67,0.6757813238,3.15E-72,0.6884046258,3.04E-75,0.6950808095,1.51E-76
Masha12-Robot,apq5Shimmer,-0.2750399359,0.1250713567,0.003696491065,0.5998294905,2.55E-52,0.6172531266,1.17E-56,0.6324330484,8.97E-61,0.6403191898,2.70E-63,0.672746787,2.31E-71,0.694767488,3.60E-77,0.710260959,2.57E-81
Masha12-Robot,apq11Shimmer,-0.4718024914,0.7030812163,2.99E-81,-0.2415608115,2.29E-08,-0.2313977519,7.76E-08,-0.2327190975,5.64E-08,-0.2650804694,4.36E-10,-0.3156121098,9.06E-14,-0.360799929,1.20E-17,-0.408815423,1.90E-22
Masha12-Robot,ddaShimmer,-0.3604078161,0.06561597745,0.1288556991,0.6309322987,2.65E-59,0.6456368173,1.77E-63,0.6522647368,8.83E-66,0.6550596237,3.98E-67,0.6757813238,3.15E-72,0.6884046258,3.04E-75,0.6950808095,1.51E-76
Masha12-Robot,meanPitch,-0.9296144078,-0.565994685,8.31E-47,-0.3287309047,1.28E-14,-0.2875929728,1.71E-11,-0.2403957192,1.97E-08,-0.2024705612,2.24E-06,-0.1947284859,6.06E-06,-0.1879047821,1.41E-05,-0.1826678669,2.68E-05
Masha12-Robot,maxPitch,-0.4984674312,0.5246273338,2.62E-39,-0.3871198231,4.15E-20,-0.3805388648,1.33E-19,-0.3734836515,4.71E-19,-0.3483244553,9.19E-17,-0.3630278379,5.13E-18,-0.3579700988,2.24E-17,-0.3518500657,1.17E-16
Masha12-Robot,minPitch,-1.231723792,-0.6095475814,6.15E-56,-0.4011460133,1.33E-21,-0.3812974886,1.11E-19,-0.353678228,4.04E-17,-0.3345607926,1.65E-15,-0.3204509058,3.60E-14,-0.3063596838,6.49E-13,-0.2922241444,9.78E-12
Masha12-Robot,meanIntensity,-0.5162711365,-0.2811024888,3.29E-11,-0.1345119639,0.00207085202,-0.1369409698,0.001626707792,-0.1101424314,0.01101532752,-0.1088003858,0.0116398844,-0.1148112555,0.008033053377,-0.1291778008,0.002969451804,-0.1500471206,0.0005829038289
Masha12-Robot,maxIntensity,-0.7703353094,0.3444170571,2.12E-16,0.07440491834,0.08946393728,0.0730959681,0.09368245142,0.05684955535,0.1904609164,0.04046227846,0.3493549232,0.05616763286,0.195842507,0.07472145922,0.08659028798,0.08883897247,0.04247055524
Masha12-Robot,minIntensity,-0.5615936085,-0.6840599898,2.49E-75,-0.5967178436,1.16E-51,-0.5828246664,2.88E-49,-0.564224198,4.79E-46,-0.5551632043,9.66E-45,-0.5602769495,2.69E-45,-0.564125814,1.31E-45,-0.5671023882,9.41E-46
Masha10-Human,meanF0Hz,-0.6334660437,-0.4937183056,7.92E-74,-0.02017909665,0.4904685867,-0.01863681765,0.5233347736,-0.01574218294,0.5890438764,-0.01825573866,0.5301208686,-0.01445307712,0.619909072,-0.00758998012,0.7949422686,0.001479636047,0.9596783137
Masha10-Human,stdevF0Hz,-0.5134144249,0.08704034342,0.002710518589,0.1327565555,5.21E-06,0.1347260972,3.58E-06,0.1336545932,4.09E-06,0.1308918892,6.17E-06,0.1294742023,8.13E-06,0.1235333322,2.17E-05,0.1116602434,0.0001295778654
Masha10-Human,HNR,-0.5333279703,-0.2238243847,6.40E-15,-0.01042393774,0.7217042072,-0.001746854176,0.9523026143,0.000247288693,0.9932295179,0.005001721563,0.8634392803,0.01509035715,0.6045623109,0.01472705945,0.6140448099,0.01321706808,0.6515357203
Masha10-Human,localJitter,-0.4868649408,-0.1147641337,7.51E-05,-0.07340560736,0.01201977892,-0.06265069767,0.03176290568,-0.04525186128,0.1202796482,-0.01513521882,0.6027206062,0.01420773065,0.6258622943,0.03370371009,0.2483348665,0.05227279779,0.07388649741
Masha10-Human,localabsoluteJitter,-0.486622705,0.05157550024,0.07594186996,-0.1839426757,2.31E-10,-0.1681706353,6.64E-09,-0.1450408452,5.63E-07,-0.1057921308,0.0002641162841,-0.0673526921,0.02067778312,-0.04552200862,0.1188630657,-0.02452161886,0.402031905
Masha10-Human,rapJitter,-0.4917249747,-0.1638441862,1.41E-08,0.003666151501,0.9003113419,0.02798520198,0.3378353421,0.05575280101,0.05553956103,0.0923334987,0.001463035486,0.1199790962,3.60E-05,0.1326843875,5.03E-06,0.143119928,8.85E-07
Masha10-Human,ppq5Jitter,-0.5539969306,-0.1458165519,4.63E-07,-0.1276888625,1.18E-05,-0.1265317449,1.36E-05,-0.1245007023,1.80E-05,-0.1162865003,6.01E-05,-0.1133543775,9.53E-05,-0.115072401,7.70E-05,-0.1133902898,0.0001015154596
Masha10-Human,ddpJitter,-0.4917249747,-0.1638441862,1.41E-08,0.003666151501,0.9003113419,0.02798520198,0.3378353421,0.05575280101,0.05553956103,0.0923334987,0.001463035486,0.1199790962,3.60E-05,0.1326843875,5.03E-06,0.143119928,8.85E-07
Masha10-Human,localShimmer,-0.6428887394,-0.1037237034,0.0003482929369,-0.2387037917,1.27E-16,-0.240925289,5.60E-17,-0.2384810564,1.01E-16,-0.228826678,1.53E-15,-0.2149503464,8.43E-14,-0.1945115789,1.76E-11,-0.1689433495,6.08E-09
Masha10-Human,localdbShimmer,-0.6584028053,0.02638745343,0.3641125535,-0.2252065321,6.42E-15,-0.2321446059,7.67E-16,-0.2356992514,2.33E-16,-0.2347070725,2.71E-16,-0.2307178378,1.01E-15,-0.2169627129,5.52E-14,-0.1985967012,7.17E-12
Masha10-Human,apq3Shimmer,-0.4640401744,-0.1306617685,6.41E-06,0.0253484914,0.3863452909,0.03547816815,0.2242827623,0.04961565466,0.08845647015,0.06734961666,0.02041576574,0.08014202324,0.005878500427,0.09448853264,0.00118397143,0.1098710502,0.0001661787175
Masha10-Human,apq5Shimmer,-0.4879012394,0.2034208677,1.56E-12,-0.05092109639,0.08167705002,-0.0667988219,0.02202890782,-0.08817153074,0.002433522306,-0.1112483279,0.0001243088749,-0.1263657824,1.34E-05,-0.1196287767,3.94E-05,-0.09669660418,0.0009271086856
Masha10-Human,apq11Shimmer,-0.4437272913,0.07499052498,0.009812335658,0.3746670062,2.68E-40,0.3758623228,9.91E-41,0.373774639,1.99E-40,0.3693222058,1.33E-39,0.3611122433,1.16E-37,0.3466095133,1.67E-34,0.3343096003,6.05E-32
Masha10-Human,ddaShimmer,-0.4640401744,-0.1306617685,6.41E-06,0.0253484914,0.3863452909,0.03547816815,0.2242827623,0.04961565466,0.08845647015,0.06734961666,0.02041576574,0.08014202324,0.005878500427,0.09448853264,0.00118397143,0.1098710502,0.0001661787175
Masha10-Human,meanPitch,-0.6950179198,-0.6947380795,1.66E-171,-0.1939328339,2.23E-11,-0.1832209286,2.49E-10,-0.1728996428,2.26E-09,-0.1650014715,1.11E-08,-0.1625140943,1.98E-08,-0.1638888254,1.60E-08,-0.1660895261,1.10E-08
Masha10-Human,maxPitch,-0.5138449671,-0.4233003592,1.03E-52,-0.0457261779,0.1180004408,-0.04639231384,0.1119674936,-0.04649959262,0.1103807401,-0.04802555451,0.09844646696,-0.04715262291,0.1054624032,-0.05986086696,0.04021019636,-0.08187302841,0.005075532281
Masha10-Human,minPitch,-0.5064344937,0.2379915788,1.01E-16,-0.2575258479,3.53E-19,-0.2392925366,9.18E-17,-0.2185720772,3.14E-14,-0.1868595149,9.00E-11,-0.1496968919,2.39E-07,-0.1194678252,4.03E-05,-0.08938035059,0.002212358194
Masha10-Human,meanIntensity,-0.5965037074,-0.1609249212,2.55E-08,-0.00535661002,0.8547747013,-0.01432793574,0.6236815604,-0.02469435669,0.3967113569,-0.03045454859,0.294869616,-0.0367471426,0.2071669322,-0.0437911194,0.1335610646,-0.04500124046,0.1239475931
Masha10-Human,maxIntensity,-0.5697043919,0.08102168331,0.005259059967,0.1581839887,5.35E-08,0.1239658229,2.03E-05,0.09118887544,0.001714703414,0.06657122456,0.02191946603,0.05996464252,0.03944411936,0.05726501664,0.04970812298,0.06318401212,0.03068953548
Masha10-Human,minIntensity,-0.553429751,-0.2972043508,1.36E-25,0.111868359,0.0001258517281,0.09618137262,0.0009631411904,0.08341567279,0.004138804607,0.0715803843,0.01371538785,0.06143701493,0.03484219852,0.0489300513,0.09364877429,0.03819661303,0.1916868891
Sarah-11 Furhat,meanF0Hz,-0.4309507795,0.4006219508,1.16E-43,-0.07436380937,0.01428307814,-0.05561321113,0.06644759538,-0.04300759261,0.1549718119,-0.03276794616,0.2775472271,-0.02134151216,0.4805108751,-0.00907715195,0.7646761918,0.006740888568,0.8244797114
Sarah-11 Furhat,stdevF0Hz,-0.3891412859,-0.5143368424,2.57E-75,-0.3043216111,1.10E-24,-0.2789933026,6.15E-21,-0.2614888581,1.41E-18,-0.2380161678,1.24E-15,-0.2384931159,1.26E-15,-0.2359436481,2.96E-15,-0.2081394276,4.39E-12
Sarah-11 Furhat,HNR,-0.6065657834,0.2207664291,1.31E-13,-0.142471233,2.46E-06,-0.1572418179,1.81E-07,-0.1665759981,2.95E-08,-0.1723864171,8.71E-09,-0.173614683,7.36E-09,-0.1752329155,5.75E-09,-0.1742830116,7.54E-09
Sarah-11 Furhat,localJitter,-0.4712152845,0.2905808971,7.60E-23,-0.07423110327,0.01445793678,-0.07030316488,0.02027180003,-0.06685340311,0.02695422909,-0.06052552976,0.04475365145,-0.04755848336,0.1157558543,-0.03355085871,0.2684118962,-0.01195149235,0.6941462832
Sarah-11 Furhat,localabsoluteJitter,-0.5705753518,0.5335316918,6.05E-82,-0.3649126004,1.63E-35,-0.3444748409,1.00E-31,-0.323685045,3.99E-28,-0.2982148638,4.97E-24,-0.2636331448,7.23E-19,-0.233578301,5.67E-15,-0.1983306869,4.37E-11
Sarah-11 Furhat,rapJitter,-0.5304577423,0.3842468411,5.07E-40,-0.1126273854,0.0002012606199,-0.104891414,0.0005231695294,-0.09196519687,0.002317675099,-0.07316350499,0.01522201839,-0.05210208435,0.08483425297,-0.02740615752,0.3660219396,0.00205069243,0.9462070185
Sarah-11 Furhat,ppq5Jitter,-0.4121317314,0.07823909552,0.009433610137,0.1890939664,3.43E-10,0.2119205861,1.56E-12,0.2349629926,3.36E-15,0.2567739991,5.06E-18,0.2789074247,5.15E-21,0.2986471421,6.81E-24,0.3235121749,7.46E-28
Sarah-11 Furhat,ddpJitter,-0.5304577423,0.3842468411,5.07E-40,-0.1126273854,0.0002012606199,-0.104891414,0.0005231695294,-0.09196519687,0.002317675099,-0.07316350499,0.01522201839,-0.05210208435,0.08483425297,-0.02740615752,0.3660219396,0.00205069243,0.9462070185
Sarah-11 Furhat,localShimmer,-0.4373476158,-0.5089439446,1.57E-73,-0.1730736177,9.60E-09,-0.2025891105,1.47E-11,-0.2284847275,1.95E-14,-0.2421976999,3.79E-16,-0.2621436233,1.15E-18,-0.2780860094,8.31E-21,-0.2853602876,8.91E-22
Sarah-11 Furhat,localdbShimmer,-0.5059891797,-0.3908631987,1.82E-41,-0.2839732301,1.43E-21,-0.3164350542,8.98E-27,-0.3439909386,8.97E-32,-0.3670349248,2.06E-36,-0.3943953934,4.55E-42,-0.4166715922,5.12E-47,-0.4308912489,2.80E-50
Sarah-11 Furhat,apq3Shimmer,-0.515356953,-0.04717464824,0.1178885547,-0.2370760926,2.51E-15,-0.2622380451,1.34E-18,-0.2764763898,1.16E-20,-0.2758719785,1.16E-20,-0.2769144219,1.00E-20,-0.2751682454,2.17E-20,-0.2722282667,6.87E-20
Sarah-11 Furhat,apq5Shimmer,-0.5395519747,0.09584918539,0.001459220098,-0.2337172028,6.30E-15,-0.2767433205,1.29E-20,-0.2972861509,8.79E-24,-0.3032859863,7.76E-25,-0.3113652095,4.81E-26,-0.3208832282,1.59E-27,-0.3211711994,1.87E-27
Sarah-11 Furhat,apq11Shimmer,-0.4809637005,0.2870750825,2.59E-22,0.2021766805,1.80E-11,0.2022759419,1.58E-11,0.1969202192,4.92E-11,0.1910068508,1.70E-10,0.1835779709,9.36E-10,0.1753510424,5.62E-09,0.1744275474,7.33E-09
Sarah-11 Furhat,ddaShimmer,-0.515356953,-0.04717464824,0.1178885547,-0.2370760926,2.51E-15,-0.2622380451,1.34E-18,-0.2764763898,1.16E-20,-0.2758719785,1.16E-20,-0.2769144219,1.00E-20,-0.2751682454,2.17E-20,-0.2722282667,6.87E-20
Sarah-11 Furhat,meanPitch,-0.4598534313,0.2580487485,3.42E-18,-0.1332029953,1.07E-05,-0.1325467243,1.13E-05,-0.1329533739,1.01E-05,-0.1321376569,1.10E-05,-0.1293001128,1.77E-05,-0.1232435583,4.51E-05,-0.1122077897,0.000212652534
Sarah-11 Furhat,maxPitch,-0.3636059561,-0.1382364143,4.19E-06,-0.1510128757,5.82E-07,-0.1757358183,5.20E-09,-0.2053132126,6.91E-12,-0.2262110915,3.13E-14,-0.2370847925,1.87E-15,-0.2386781815,1.39E-15,-0.244322102,3.28E-16
Sarah-11 Furhat,minPitch,-0.4156934409,0.205154282,6.44E-12,-0.07166115473,0.01823626216,-0.02877149063,0.3426198104,0.01055645652,0.7271402342,0.03826316657,0.2047739591,0.05765411608,0.05649113928,0.07051447758,0.01989759224,0.07936603729,0.008912881481
Sarah-11 Furhat,meanIntensity,-0.4125095569,0.04929977811,0.1022119515,0.1011169018,0.0008516554855,0.1116999293,0.0002197765823,0.115363935,0.0001302934565,0.1110976434,0.0002225526898,0.1183340491,8.67E-05,0.1263845979,2.86E-05,0.125785042,3.25E-05
Sarah-11 Furhat,maxIntensity,-0.3912603289,-0.2886106142,1.52E-22,0.4143492297,2.94E-46,0.4369856605,4.77E-52,0.4524419703,2.31E-56,0.4594474946,1.53E-58,0.4606779747,1.26E-58,0.453062544,2.80E-56,0.444796204,7.78E-54
Sarah-11 Furhat,minIntensity,-0.4227977855,-0.234154484,3.64E-15,-0.002954540444,0.9225607076,0.04693713121,0.1214509931,0.09087827841,0.002612226205,0.1251069853,3.17E-05,0.1633610982,5.45E-08,0.1954560809,7.59E-11,0.2234936542,9.50E-14
Nash9- Human,meanF0Hz,-0.5923810526,0.531818383,7.69E-127,0.07069850681,0.003406216674,0.05801449845,0.0161456887,0.05545115655,0.02130735495,0.05911742997,0.01394997374,0.06754060957,0.005023407254,0.06996195322,0.003706384806,0.07214266208,0.00280390276
Nash9- Human,stdevF0Hz,-0.436649961,0.2595817292,5.06E-28,0.007135134897,0.7678515775,-0.005328439916,0.8252774567,-0.01612363254,0.503477272,-0.0187344701,0.4362698573,-0.01272441564,0.5975204074,-0.001300251452,0.9570384945,0.01728680067,0.4744772985
Nash9- Human,HNR,-0.7512030425,-0.2189377752,3.29E-20,-0.188981529,3.04E-15,-0.1974411331,1.44E-16,-0.2052073411,7.57E-18,-0.2090855004,1.56E-18,-0.2049605472,8.30E-18,-0.1944341078,4.18E-16,-0.1863577893,7.37E-15
Nash9- Human,localJitter,-0.5446283359,-0.449336838,1.13E-86,-0.2847044018,2.53E-33,-0.2724455899,1.23E-30,-0.2674520016,1.26E-29,-0.2654846695,2.80E-29,-0.2608451027,3.27E-28,-0.2526391495,1.94E-26,-0.2476104386,2.32E-25
Nash9- Human,localabsoluteJitter,-0.5034052301,-0.1210706885,4.44E-07,-0.1182509195,9.14E-07,-0.1017921376,2.35E-05,-0.08753709506,0.0002737141313,-0.07568931768,0.001635509106,-0.06250727037,0.009430901681,-0.04812966595,0.04602102765,-0.03212717681,0.1836984061
Nash9- Human,rapJitter,-0.5159046258,-0.3507248687,3.26E-51,-0.1390494291,7.44E-09,-0.1299160899,6.47E-08,-0.1286672484,8.28E-08,-0.1300559377,5.73E-08,-0.1293065927,7.14E-08,-0.1241626448,2.42E-07,-0.1220802623,3.99E-07
Nash9- Human,ppq5Jitter,-0.4405375825,-0.09423093157,8.70E-05,-0.1722395518,7.01E-13,-0.1630003411,1.06E-11,-0.1560936262,7.20E-11,-0.14995575,3.70E-10,-0.1364034801,1.30E-08,-0.1181393833,9.02E-07,-0.1046039406,1.43E-05
Nash9- Human,ddpJitter,-0.5159046258,-0.3507248687,3.26E-51,-0.1390494291,7.44E-09,-0.1299160899,6.47E-08,-0.1286672484,8.28E-08,-0.1300559377,5.73E-08,-0.1293065927,7.14E-08,-0.1241626448,2.42E-07,-0.1220802623,3.99E-07
Nash9- Human,localShimmer,-0.5537296426,0.1095277719,5.00E-06,-0.05246563494,0.02985460839,-0.0474314393,0.0492728838,-0.04726193125,0.04975788675,-0.04504763153,0.06110530962,-0.03484770056,0.1480919707,-0.02446894337,0.3106226377,-0.01859188198,0.4417639979
Nash9- Human,localdbShimmer,-0.5303280645,0.1710992246,7.94E-13,-0.2372057562,2.38E-23,-0.2232941239,7.27E-21,-0.2115457613,6.81E-19,-0.1965318916,1.63E-16,-0.1785458098,8.13E-14,-0.1576549144,4.93E-11,-0.1393194014,6.96E-09
Nash9- Human,apq3Shimmer,-0.4939101779,-0.185436582,7.69E-15,-0.1480672471,7.29E-10,-0.138780501,7.57E-09,-0.1351085985,1.79E-08,-0.136223917,1.29E-08,-0.1370280389,1.11E-08,-0.1377989736,9.67E-09,-0.1431063515,2.67E-09
Nash9- Human,apq5Shimmer,-0.7755656057,-0.02686011421,0.2643062911,-0.4448191109,4.70E-84,-0.4536087159,5.43E-88,-0.4551201636,6.85E-89,-0.452643404,4.44E-88,-0.4461757875,4.24E-85,-0.4361733826,9.21E-81,-0.4200104068,3.24E-74
Nash9- Human,apq11Shimmer,-0.6569522813,-0.3506374139,3.46E-51,-0.223334453,8.14E-21,-0.2404719137,4.91E-24,-0.2561415265,3.14E-27,-0.2714388541,1.40E-30,-0.2788206547,3.75E-32,-0.2832968632,4.34E-33,-0.2789539266,5.26E-32
Nash9- Human,ddaShimmer,-0.4939101779,-0.185436582,7.69E-15,-0.1480672471,7.29E-10,-0.138780501,7.57E-09,-0.1351085985,1.79E-08,-0.136223917,1.29E-08,-0.1370280389,1.11E-08,-0.1377989736,9.67E-09,-0.1431063515,2.67E-09
Nash9- Human,meanPitch,-0.4846056294,0.4741820405,1.24E-97,0.2792621888,4.48E-32,0.2607994791,4.00E-28,0.2450532062,5.41E-25,0.2341448707,5.82E-23,0.2261029673,2.01E-21,0.2158136973,1.45E-19,0.2002691881,5.76E-17
Nash9- Human,maxPitch,-0.4204949437,0.09134976562,0.0001425825012,0.4240487848,9.20E-76,0.4230567245,1.35E-75,0.4195977399,1.76E-74,0.409774189,5.42E-71,0.3996095815,4.21E-67,0.3888517097,3.72E-63,0.3774940978,3.58E-59
Nash9- Human,minPitch,-0.5464872981,0.3658970083,6.56E-56,0.0516215831,0.03259602279,0.06141359583,0.01087125004,0.07314494926,0.002374234032,0.08750789702,0.0002694305367,0.09691773081,5.56E-05,0.1035596389,1.69E-05,0.1073033722,8.51E-06
Nash9- Human,meanIntensity,-0.5404322848,-0.2172306309,6.51E-20,-0.003057471458,0.8993450568,-0.01934035486,0.4229240009,-0.03642164681,0.1306176389,-0.05344835872,0.02625421381,-0.06489756819,0.007028214091,-0.07700515354,0.001397727919,-0.09107631029,0.0001595578912
Nash9- Human,maxIntensity,-0.6358210975,0.06950133522,0.003835798988,0.0115236825,0.6335374466,0.02070105052,0.3910304049,0.02580972205,0.2841475541,0.02648568544,0.2710253261,0.02273673818,0.3454297449,0.01801470701,0.4554126096,0.02260699231,0.349593974
Nash9- Human,minIntensity,-0.5607644455,-0.3471178552,3.91E-50,-0.1935566566,6.26E-16,-0.2009643663,4.03E-17,-0.2085705186,2.13E-18,-0.2190536103,3.14E-20,-0.2284401549,7.58E-22,-0.2375786585,1.75E-23,-0.2444973222,9.50E-25
Sarah-7 Human,meanF0Hz,-0.4890124048,-0.4605833774,5.62E-66,0.1439625642,4.33E-07,0.1127614845,7.54E-05,0.08523675167,0.002751553015,0.05860936293,0.03929937721,0.0283398002,0.3202652995,-0.00702403771,0.8058415585,-0.04275429208,0.1352487521
Sarah-7 Human,stdevF0Hz,-0.4184157871,-0.4860393929,2.49E-74,-0.2781606837,3.77E-23,-0.2951223434,4.41E-26,-0.3096471702,8.74E-29,-0.3126651752,1.86E-29,-0.3143783691,1.15E-29,-0.3119816334,4.18E-29,-0.3086578937,2.20E-28
Sarah-7 Human,HNR,-0.5991913408,0.5486939486,3.59E-98,-0.1236454082,1.46E-05,-0.1266094107,8.65E-06,-0.1335460213,2.55E-06,-0.144823148,3.13E-07,-0.140849529,6.92E-07,-0.1309728066,4.17E-06,-0.1160218841,4.80E-05
Sarah-7 Human,localJitter,-0.6005918217,-0.1232400043,1.38E-05,-0.3211704368,1.02E-30,-0.3292618271,2.05E-32,-0.3496486637,9.61E-37,-0.3703161644,1.70E-41,-0.3876871592,1.84E-45,-0.411402992,2.61E-51,-0.4367450431,4.45E-58
Sarah-7 Human,localabsoluteJitter,-0.6269020538,0.1891078105,2.01E-11,-0.3606754769,7.58E-39,-0.3555087385,7.29E-38,-0.3604933827,4.13E-39,-0.3651340786,2.62E-40,-0.3657165178,2.77E-40,-0.3697943814,4.70E-41,-0.3737045859,8.60E-42
Sarah-7 Human,rapJitter,-0.6540824437,-0.08972683341,0.001583296597,-0.2037006088,6.53E-13,-0.2224451438,3.20E-15,-0.248805212,7.73E-19,-0.2755163435,5.50E-23,-0.3008372036,3.45E-27,-0.3297136514,1.67E-32,-0.3581697429,2.69E-38
Sarah-7 Human,ppq5Jitter,-0.7363683716,-0.2895258597,2.58E-25,-0.3141182492,2.17E-29,-0.3316680666,6.83E-33,-0.3486161351,1.60E-36,-0.3643609224,3.92E-40,-0.378446208,3.10E-43,-0.3943566255,6.26E-47,-0.4095902807,1.24E-50
Sarah-7 Human,ddpJitter,-0.6540824437,-0.08972683341,0.001583296597,-0.2037006088,6.53E-13,-0.2224451438,3.20E-15,-0.248805212,7.73E-19,-0.2755163435,5.50E-23,-0.3008372036,3.45E-27,-0.3297136514,1.67E-32,-0.3581697429,2.69E-38
Sarah-7 Human,localShimmer,-0.5634253199,-0.7210149624,5.51E-199,0.1142926288,6.22E-05,0.08569243908,0.002663234685,0.06098619665,0.03232031908,0.03429601102,0.2280641666,0.02356895457,0.4084966954,0.01170452662,0.6821075659,-0.00186676589,0.9480227022
Sarah-7 Human,localdbShimmer,-0.539849681,-0.6823027382,3.24E-170,0.09401505729,0.001000371827,0.06875731247,0.01600217165,0.04750204812,0.09560123831,0.02075750902,0.4657551337,0.006856523138,0.8100034983,-0.009313831124,0.7444813744,-0.02740400307,0.338484329
Sarah-7 Human,apq3Shimmer,-0.4121578243,-0.4993044161,5.69E-79,-0.08064345983,0.004790809228,-0.1011613286,0.0003866504995,-0.1166959945,4.03E-05,-0.133992757,2.25E-06,-0.131303711,3.76E-06,-0.1301183682,4.82E-06,-0.1294858298,5.60E-06
Sarah-7 Human,apq5Shimmer,-0.3389293969,-0.6309107221,2.72E-138,0.03907698918,0.1722083279,-0.002069769893,0.9422619063,-0.02832150165,0.3205779863,-0.05416565808,0.05684077766,-0.04356969313,0.1263975011,-0.0330410084,0.2474705361,-0.02290302302,0.4237633998
Sarah-7 Human,apq11Shimmer,-0.4252919598,0.2710284858,2.87E-22,0.1678681806,3.55E-09,0.1922743097,1.11E-11,0.2137442351,3.39E-14,0.2321683767,1.33E-16,0.2550126128,9.67E-20,0.2762104753,6.34E-23,0.2977850555,1.91E-26
Sarah-7 Human,ddaShimmer,-0.4121578243,-0.4993044161,5.69E-79,-0.08064345983,0.004790809228,-0.1011613286,0.0003866504995,-0.1166959945,4.03E-05,-0.133992757,2.25E-06,-0.131303711,3.76E-06,-0.1301183682,4.82E-06,-0.1294858298,5.60E-06
Sarah-7 Human,meanPitch,-0.4122895063,-0.1876555556,2.88E-11,0.02507206,0.3811998752,0.00396152259,0.8897460595,-0.01773959289,0.5338931563,-0.03988076969,0.160978979,-0.05734687351,0.04416934643,-0.07281962125,0.01072434993,-0.09334960506,0.001086823706
Sarah-7 Human,maxPitch,-0.4143744348,-0.610659659,2.65E-127,-0.2017671226,1.08E-12,-0.2031849041,6.72E-13,-0.2104116067,8.55E-14,-0.220382838,4.51E-15,-0.2271308297,7.04E-16,-0.2315603988,2.12E-16,-0.2365899205,5.23E-17
Sarah-7 Human,minPitch,-0.4553643467,-0.2310825282,1.86E-16,-0.1309909776,4.34E-06,-0.1372789421,1.39E-06,-0.133010244,2.80E-06,-0.1232165685,1.39E-05,-0.1138152454,6.23E-05,-0.1053970942,0.0002169193661,-0.0870538527,0.002320458376
Sarah-7 Human,meanIntensity,-0.5157042048,-0.4576333934,4.71E-65,-0.2484371456,1.20E-18,-0.2769740167,4.78E-23,-0.3022630722,1.92E-27,-0.3196158116,8.92E-31,-0.3318046492,4.78E-33,-0.3491960968,1.66E-36,-0.3736564236,8.82E-42
