Experiment ID,feature,Proximity,Convergence,convergence_pvalue,p_corr(-15),p_corr(-15)_p_val,p_corr(-10),p_corr(-10)_p_val,p_corr(-5),p_corr(-5)_p_val,p_corr(0),p_corr(0)_p_val,p_corr(5),p_corr(5)_p_val,p_corr(10),p_corr(10)_p_val,p_corr(15),p_corr(15)_p_val
Masha7-Robot,apq11Shimmer,-0.4658128283,0.1867728538,7.83E-13,0.1913480758,2.78E-13,0.1793531948,7.34E-12,0.168905318,1.07E-10,0.1617366766,6.02E-10,0.1450069443,3.15E-08,0.1289674468,9.26E-07,0.1108107192,2.62E-05
Masha7-Robot,ddaShimmer,-0.4526029227,-0.1084971757,3.51E-05,0.04225158095,0.1098758916,0.03765251515,0.153555596,0.03686177719,0.1616557282,0.03438738927,0.1909458629,0.0326925868,0.2145527053,0.03402693135,0.1971945786,0.03575967804,0.1760768611
Masha7-Robot,meanPitch,-0.4227025487,-0.1875393261,6.29E-13,-0.04444079495,0.09263314381,-0.04867676355,0.06498535428,-0.05286087008,0.04467720179,-0.05712640887,0.02972721953,-0.06036563011,0.02183627506,-0.06337662651,0.01623320208,-0.06724856305,0.01088544811
Masha7-Robot,maxPitch,-0.4002718987,0.4024249318,1.74E-57,-0.02005098156,0.4481855153,-0.02053242504,0.4365605182,-0.02589314556,0.3256511544,-0.02371730495,0.3671352524,-0.01887421761,0.4737355248,-0.0165733943,0.5300197986,-0.02387488295,0.3664603987
Masha7-Robot,minPitch,-0.4338775386,0.2460978623,2.04E-21,0.09066436502,0.0005899742867,0.08487134377,0.001275576825,0.07681973153,0.003501150792,0.06835743265,0.009268854271,0.06019690011,0.02220853234,0.05084224344,0.05391021719,0.04173542582,0.1142894188
Masha7-Robot,meanIntensity,-0.5369808656,-0.4931000645,1.42E-89,0.1567855253,2.42E-09,0.1448717836,3.43E-08,0.1342192982,3.10E-07,0.122048164,3.20E-06,0.1059017928,5.56E-05,0.0870992698,0.0009453629237,0.06703634671,0.01113920912
Masha7-Robot,maxIntensity,-0.6849172768,-0.6032856763,2.90E-144,0.03241888903,0.2200225926,0.03117272769,0.2374600548,0.02117338275,0.4215685317,0.009683875892,0.7127337978,-0.005027607558,0.8486676971,-0.0213108344,0.4193689916,-0.03461667285,0.1903099802
Masha7-Robot,minIntensity,-0.4757777462,-0.02357698803,0.3699775584,-0.03436026563,0.1936159888,-0.03982404607,0.1311833104,-0.05192529599,0.04859830672,-0.06655955316,0.01129664589,-0.07806321585,0.003003943931,-0.09010114829,0.0006245761961,-0.1010054571,0.0001281318232
Sarah - 507 Furhat,meanF0Hz,-0.621831003,0.3359985036,1.24E-42,-0.03660499202,0.1496057543,-0.02693331441,0.2883470191,-0.01812430764,0.4742585447,-0.01558836873,0.5376180217,-0.01341226128,0.5964510438,-0.009508145694,0.7078337959,-0.004939263761,0.8458892449
Sarah - 507 Furhat,stdevF0Hz,-0.7645317232,-0.03644862925,0.1493874138,-0.09543114375,0.0001672821426,-0.1015032505,6.04E-05,-0.1035773591,4.13E-05,-0.1002344386,7.09E-05,-0.08255667328,0.001095670898,-0.06515229643,0.01015006837,-0.046655332,0.06621969576
Sarah - 507 Furhat,HNR,-0.6098679602,0.5228156075,1.41E-110,0.05364241871,0.03465189541,0.0601631991,0.0176227571,0.06364623498,0.01189762302,0.07020978128,0.005442524286,0.0939617229,0.0002010978269,0.123531104,1.02E-06,0.1474261865,5.44E-09
Sarah - 507 Furhat,localJitter,-0.6645144177,0.046644591,0.06498173291,0.1159167932,4.72E-06,0.1059273667,2.83E-05,0.09459651161,0.0001819362422,0.08444913524,0.0008222614621,0.08710236398,0.0005707156102,0.09016668744,0.000369265809,0.09112011709,0.0003267127535
Sarah - 507 Furhat,localabsoluteJitter,-0.5858112049,0.02481460927,0.3264209037,0.03915565618,0.1232183033,0.03215006627,0.2049746619,0.02367774964,0.3498514129,0.0143378495,0.5707388086,0.01386546965,0.5841004212,0.01499786442,0.5544091641,0.01488783563,0.5579538217
Sarah - 507 Furhat,rapJitter,-0.6149631643,0.03913060618,0.1216558218,0.1405511765,2.72E-08,0.1293606392,3.05E-07,0.1171954495,3.44E-06,0.1052575081,3.00E-05,0.1007941167,6.63E-05,0.0976233181,0.0001147934379,0.09303192675,0.0002436372827
Sarah - 507 Furhat,ppq5Jitter,-0.5131587247,0.08502566792,0.0007568523451,0.3716675791,5.39E-52,0.35932831,1.25E-48,0.3463046695,3.28E-45,0.3347717775,2.57E-42,0.3360185955,1.65E-42,0.3376713922,8.38E-43,0.3420865008,8.10E-44
Sarah - 507 Furhat,ddpJitter,-0.6149631643,0.03913060618,0.1216558218,0.1405511765,2.72E-08,0.1293606392,3.05E-07,0.1171954495,3.44E-06,0.1052575081,3.00E-05,0.1007941167,6.63E-05,0.0976233181,0.0001147934379,0.09303192675,0.0002436372827
Sarah - 507 Furhat,localShimmer,-0.592764023,-0.3207872809,8.24E-39,0.1358942869,7.76E-08,0.1429686578,1.48E-08,0.1482674478,3.96E-09,0.1507263879,2.05E-09,0.1647156213,5.86E-11,0.181433653,5.55E-13,0.1925604145,2.02E-14
Sarah - 507 Furhat,localdbShimmer,-0.5601298325,-0.1624297419,1.01E-10,0.2112609641,4.16E-17,0.2159079146,7.20E-18,0.2186034409,2.42E-18,0.215064098,7.65E-18,0.2187283697,2.31E-18,0.2255927731,2.10E-19,0.2301015257,4.39E-20
Sarah - 507 Furhat,apq3Shimmer,-0.5770014345,-0.5492319018,4.23E-124,0.1701923352,1.51E-11,0.1778712954,1.58E-12,0.1811231799,5.59E-13,0.1889343848,4.75E-14,0.2037796308,4.28E-16,0.2182202804,3.14E-18,0.231179548,2.91E-20
Sarah - 507 Furhat,apq5Shimmer,-0.5365213161,-0.4208300922,3.03E-68,0.4103967849,4.53E-64,0.4189270087,3.66E-67,0.4249061083,1.86E-69,0.4305542601,1.09E-71,0.4435960525,3.00E-76,0.4547487883,2.95E-80,0.4664040142,1.34E-84
Sarah - 507 Furhat,apq11Shimmer,-0.4642772617,-0.31709101,6.49E-38,-0.01926833849,0.4482723002,-0.03847250884,0.1292831067,-0.05478109328,0.03044404584,-0.07603945895,0.002603499703,-0.0886457446,0.0004541310498,-0.1050188263,3.31E-05,-0.1110815134,1.16E-05
Sarah - 507 Furhat,ddaShimmer,-0.5770014345,-0.5492319018,4.23E-124,0.1701923352,1.51E-11,0.1778712954,1.58E-12,0.1811231799,5.59E-13,0.1889343848,4.75E-14,0.2037796308,4.28E-16,0.2182202804,3.14E-18,0.231179548,2.91E-20
Sarah - 507 Furhat,meanPitch,-0.3978942398,0.07278115524,0.003955730954,0.4565146028,1.09E-80,0.4519825711,3.44E-79,0.4468870227,1.72E-77,0.4421520059,6.03E-76,0.4354458303,3.10E-73,0.427591815,3.46E-70,0.4181208587,1.12E-66
Sarah - 507 Furhat,maxPitch,-0.7088453416,0.02299497425,0.3631563052,-0.2044856969,4.19E-16,-0.2100362292,5.66E-17,-0.2178956761,3.12E-18,-0.2228522764,4.49E-19,-0.2222495014,6.38E-19,-0.2215748102,9.29E-19,-0.2238942371,4.50E-19
Sarah - 507 Furhat,minPitch,-0.5542283973,0.2412528913,3.57E-22,0.7636942506,1.08E-296,0.7553187495,1.72E-287,0.7441249851,2.00E-275,0.7320618808,5.24E-263,0.7202205286,7.56E-250,0.7032253012,1.71E-232,0.6822452074,6.23E-213
Sarah - 507 Furhat,meanIntensity,-0.6428621374,0.1341297448,9.94E-08,0.005858712516,0.8176658983,0.03253349214,0.1996218344,0.05622555327,0.02632246497,0.0689751884,0.0063217504,0.07558003539,0.002807992099,0.0770567366,0.00235267068,0.07515767186,0.003059277793
Sarah - 507 Furhat,maxIntensity,-0.7451959622,0.3625365555,7.72E-50,-0.310248941,5.89E-36,-0.3319226883,2.47E-41,-0.3506333927,2.23E-46,-0.3624121794,8.38E-50,-0.3700703722,7.49E-52,-0.376877571,1.08E-53,-0.3761200604,2.66E-53
Sarah - 507 Furhat,minIntensity,-0.3248487493,0.460465447,5.15E-83,0.1037860516,4.22E-05,0.1213812033,1.57E-06,0.1309035696,2.10E-07,0.1304786336,2.20E-07,0.1286482583,3.40E-07,0.1224646474,1.27E-06,0.1066891204,2.55E-05
Masha4-Robot,meanF0Hz,-0.664607248,-0.1033392247,1.40E-05,-0.193120005,4.01E-16,-0.2094632292,8.40E-19,-0.2259425048,9.45E-22,-0.2460983737,1.08E-25,-0.2646769931,1.61E-29,-0.2832966268,1.18E-33,-0.2998977113,1.35E-37
Masha4-Robot,stdevF0Hz,-0.6803074367,-0.236196615,9.72E-24,-0.1478113016,5.50E-10,-0.1527595727,1.33E-10,-0.1459763096,8.05E-10,-0.1379063503,6.28E-09,-0.1248383138,1.55E-07,-0.1111758243,3.13E-06,-0.1013301099,2.23E-05
Masha4-Robot,HNR,-0.4583860665,0.1968731645,7.74E-17,-0.09111315733,0.000138243393,-0.08367367219,0.0004583843652,-0.07800416872,0.001073717587,-0.06718842497,0.004803909507,-0.05585230339,0.01928557509,-0.04835154151,0.04313218023,-0.04142383276,0.08364662664
Masha4-Robot,localJitter,-0.4369680934,0.3731785313,2.87E-59,0.05475661935,0.02217037611,0.06351859903,0.007861539087,0.06845525054,0.004116423993,0.06839222684,0.004097740336,0.06934441486,0.003655489024,0.07163197594,0.002714978155,0.0704250181,0.003246022639
Masha4-Robot,localabsoluteJitter,-0.5347446746,0.4088289974,7.06E-72,-0.06451581996,0.007019668734,-0.06510379648,0.006441222985,-0.06847466553,0.004105820939,-0.0722724492,0.0024148396,-0.07365321801,0.002018278039,-0.07436437563,0.001852128775,-0.07614792621,0.001456139099
Masha4-Robot,rapJitter,-0.5040271976,0.1508980355,1.99E-10,-0.1166287922,1.03E-06,-0.1101995999,3.82E-06,-0.1027691408,1.61E-05,-0.09659109854,4.93E-05,-0.08871593696,0.0001982444083,-0.07475027895,0.001752992504,-0.06795655122,0.004511188095
Masha4-Robot,ppq5Jitter,-0.5395056009,0.174855737,1.50E-13,-0.05870711313,0.01417719426,-0.05798833374,0.01526061765,-0.05713106511,0.01668276797,-0.05520975615,0.02054187126,-0.04800203525,0.04436115533,-0.03384364685,0.1570171614,-0.02791776986,0.2437737755
Masha4-Robot,ddpJitter,-0.5040271976,0.1508980355,1.99E-10,-0.1166287922,1.03E-06,-0.1101995999,3.82E-06,-0.1027691408,1.61E-05,-0.09659109854,4.93E-05,-0.08871593696,0.0001982444083,-0.07475027895,0.001752992504,-0.06795655122,0.004511188095
Masha4-Robot,localShimmer,-0.4530659225,-0.5001088358,5.05E-112,-0.1503118142,2.78E-10,-0.1642039948,4.81E-12,-0.1883462634,1.78E-15,-0.2130070096,1.66E-19,-0.2290944238,2.48E-22,-0.2342253621,3.09E-23,-0.2359346813,1.69E-23
Masha4-Robot,localdbShimmer,-0.4806092488,-0.4739402126,3.07E-99,-0.2866302099,2.37E-34,-0.2935529785,4.03E-36,-0.3071627291,1.17E-39,-0.3193679268,5.07E-43,-0.3236537982,4.43E-44,-0.3204951303,4.29E-43,-0.3174656939,3.71E-42
Masha4-Robot,apq3Shimmer,-0.4238804099,-0.5247208235,4.18E-125,-0.04883352974,0.04138142718,-0.07242898697,0.002431490626,-0.0992521544,3.11E-05,-0.1271901797,8.61E-08,-0.1467842751,6.48E-10,-0.1501951411,2.71E-10,-0.1442470275,1.42E-09
Masha4-Robot,apq5Shimmer,-0.5295540859,-0.4424995773,2.78E-85,0.02629984688,0.2721907934,0.02807076138,0.2405246598,0.02884012636,0.2272082018,0.03748041626,0.1159907154,0.05547307563,0.02012271262,0.0795234404,0.0008697043249,0.1075799556,6.67E-06
Masha4-Robot,apq11Shimmer,-0.4902369737,-0.3255375908,1.00E-44,0.1870448675,3.34E-15,0.1896524748,1.24E-15,0.1958142532,1.26E-16,0.2047084244,4.18E-18,0.213569352,1.49E-19,0.2188855423,1.99E-20,0.2243868321,2.36E-21
Masha4-Robot,ddaShimmer,-0.4238804099,-0.5247208235,4.18E-125,-0.04883352974,0.04138142718,-0.07242898697,0.002431490626,-0.0992521544,3.11E-05,-0.1271901797,8.61E-08,-0.1467842751,6.48E-10,-0.1501951411,2.71E-10,-0.1442470275,1.42E-09
Masha4-Robot,meanPitch,-0.6566392216,0.06496630119,0.006402287006,-0.2448598475,3.07E-25,-0.2522319725,8.39E-27,-0.2593184148,2.31E-28,-0.2680041806,2.48E-30,-0.2754908493,6.19E-32,-0.2821787959,2.15E-33,-0.2853083885,4.87E-34
Masha4-Robot,maxPitch,-0.5584547901,-0.02081658516,0.3827836204,-0.1508165614,2.42E-10,-0.1443276069,1.32E-09,-0.1374692381,7.37E-09,-0.1274969593,8.01E-08,-0.1175755834,7.84E-07,-0.1081118985,5.82E-06,-0.09791333522,4.18E-05
Masha4-Robot,minPitch,-0.5183784205,0.2444717315,2.30E-25,-0.07177543325,0.002699701677,-0.06608928692,0.005678999084,-0.05965734662,0.01243145269,-0.0523132976,0.02819162059,-0.04906655512,0.03984956368,-0.04464962766,0.06184231193,-0.04063114844,0.08973874991
Masha4-Robot,meanIntensity,-0.6626594181,-0.2276726205,3.97E-22,0.02718676665,0.2563442446,0.00487213045,0.8386102794,-0.01720270682,0.4713969341,-0.03175310466,0.1830223056,-0.04671584688,0.05037947532,-0.06137298094,0.01022864225,-0.07368094007,0.002070910918
Masha4-Robot,maxIntensity,-0.5652708034,-0.1454392513,8.80E-10,-0.1031949407,1.57E-05,-0.1137937113,1.82E-06,-0.1212304835,3.51E-07,-0.1231743043,2.18E-07,-0.119901331,4.71E-07,-0.1167601739,9.70E-07,-0.1096099282,4.45E-06
Masha4-Robot,minIntensity,-0.5969296498,0.2617371029,5.85E-29,-0.07434349184,0.001885869452,-0.1005225109,2.52E-05,-0.128494895,6.61E-08,-0.1491336805,3.23E-10,-0.1712069743,5.18E-13,-0.1894367499,1.33E-15,-0.2036721947,8.54E-18
Nash4- Human,meanF0Hz,-0.5504642347,0.2872526679,1.64E-25,0.1273839911,6.10E-06,0.1268474486,6.40E-06,0.1200915535,1.88E-05,0.1112099319,7.23E-05,0.1015617503,0.0003001725251,0.08984275392,0.001423446071,0.07763823168,0.00596633001
Nash4- Human,stdevF0Hz,-0.4263527904,-0.3791357954,1.28E-44,0.2021429865,5.09E-13,0.2235103385,1.05E-15,0.2458302348,7.70E-19,0.2650997503,7.77E-22,0.2835244781,8.88E-25,0.3003902155,1.20E-27,0.3039260484,3.46E-28
Nash4- Human,HNR,-0.5130858006,0.01627152801,0.5626704735,-0.2967448893,6.87E-27,-0.2929861952,2.53E-26,-0.2855205678,4.05E-25,-0.284049573,5.84E-25,-0.2816072175,1.88E-24,-0.2808478638,3.10E-24,-0.2846872515,8.61E-25
Nash4- Human,localJitter,-0.543191945,0.05440297987,0.05277483219,-0.2798912263,5.51E-24,-0.257813479,1.51E-20,-0.2336233734,4.06E-17,-0.2100831114,4.09E-14,-0.1916027753,6.59E-12,-0.1750357152,4.10E-10,-0.1551099129,3.42E-08
Nash4- Human,localabsoluteJitter,-0.5672506092,0.2952507206,6.35E-27,0.003463278239,0.9025266174,0.01537743338,0.5858213469,0.02883218891,0.3059027705,0.04050601453,0.1494301402,0.04829369495,0.08623576586,0.05588018224,0.0475292957,0.0635580438,0.02445906451
Nash4- Human,rapJitter,-0.6025279208,0.254834255,3.03E-20,-0.3200314265,3.11E-31,-0.2916933849,4.27E-26,-0.2637295697,1.53E-21,-0.2344513709,2.71E-17,-0.2145419564,1.29E-14,-0.1942638624,3.66E-12,-0.1712653327,1.05E-09
Nash4- Human,ppq5Jitter,-0.5472252312,0.1290555303,4.02E-06,-0.2908079157,7.63E-26,-0.2721000049,8.59E-23,-0.2541114426,4.61E-20,-0.2359515543,1.68E-17,-0.2193830165,3.14E-15,-0.2088059449,7.36E-14,-0.1968495274,2.07E-12
Nash4- Human,ddpJitter,-0.6025279208,0.254834255,3.03E-20,-0.3200314265,3.11E-31,-0.2916933849,4.27E-26,-0.2637295697,1.53E-21,-0.2344513709,2.71E-17,-0.2145419564,1.29E-14,-0.1942638624,3.66E-12,-0.1712653327,1.05E-09
Nash4- Human,localShimmer,-0.6372221365,-0.2803575581,2.48E-24,-0.3240887506,4.95E-32,-0.3286895347,4.47E-33,-0.333167691,4.06E-34,-0.3367467037,5.41E-35,-0.3408506038,9.98E-36,-0.3407259977,1.45E-35,-0.3348847985,3.26E-34
Nash4- Human,localdbShimmer,-0.6081327382,-0.2387749063,6.75E-18,-0.2444012476,1.69E-18,-0.2477204569,4.80E-19,-0.2519294147,9.78E-20,-0.2547846857,3.08E-20,-0.2572630127,1.53E-20,-0.2535646888,6.59E-20,-0.2468577512,7.51E-19
Nash4- Human,apq3Shimmer,-0.7737270582,-0.3352228572,1.13E-34,-0.4435893062,1.52E-61,-0.421584931,2.26E-55,-0.3997378138,1.19E-49,-0.3785033777,1.83E-44,-0.3557149313,5.67E-39,-0.3308033026,1.66E-33,-0.3082796909,5.42E-29
Nash4- Human,apq5Shimmer,-0.6247964345,-0.3022369269,3.41E-28,-0.4875494817,8.56E-76,-0.4803989992,1.28E-73,-0.4677427784,1.18E-69,-0.4534253852,2.63E-65,-0.431737464,1.70E-58,-0.4124941136,7.35E-53,-0.3926277941,1.89E-47
Nash4- Human,apq11Shimmer,-0.4089413622,0.1716714452,7.62E-10,-0.05820052121,0.03941222084,-0.04803259972,0.08858232586,-0.02903967661,0.3024337796,2.74E-05,0.9992232334,0.02974583932,0.2908239563,0.05022649582,0.07494491927,0.06300990711,0.02572098265
Nash4- Human,ddaShimmer,-0.7737270582,-0.3352228572,1.13E-34,-0.4435893062,1.52E-61,-0.421584931,2.26E-55,-0.3997378138,1.19E-49,-0.3785033777,1.83E-44,-0.3557149313,5.67E-39,-0.3308033026,1.66E-33,-0.3082796909,5.42E-29
Nash4- Human,meanPitch,-0.4817305736,0.02357762227,0.4015457238,0.3232861072,7.14E-32,0.3168534281,9.83E-31,0.309799502,1.69E-29,0.299053582,1.31E-27,0.2875500454,1.81E-25,0.2735071832,5.07E-23,0.2596642383,9.36E-21
Nash4- Human,maxPitch,-0.5810312576,0.1131885083,5.36E-05,-0.1113505324,7.82E-05,-0.1280201192,5.24E-06,-0.1375663748,9.23E-07,-0.1423477101,3.58E-07,-0.1484249741,1.16E-07,-0.1559447988,2.70E-08,-0.1586156025,1.65E-08
Nash4- Human,minPitch,-0.4709654206,-0.05196058474,0.06435845109,0.1815516716,9.55E-11,0.1860452977,2.93E-11,0.1885084859,1.44E-11,0.1896170463,9.95E-12,0.1850197404,3.45E-11,0.1796077497,1.40E-10,0.1739345052,5.72E-10
Nash4- Human,meanIntensity,-0.5347483513,0.03828387618,0.1730701016,-0.1442915845,2.91E-07,-0.1246148463,9.30E-06,-0.1051355141,0.0001817936957,-0.09055421202,0.001246601141,-0.07418963672,0.0083487876,-0.04497189319,0.1108694437,-0.02337442271,0.4084134242
Nash4- Human,maxIntensity,-0.5418896233,-0.2484688414,2.70E-19,-0.01035521482,0.7142194396,0.002007013217,0.9433065128,0.01363704582,0.6282541027,0.01783217454,0.525813371,0.02121929795,0.4511827622,0.01813706824,0.5204160095,0.01582285248,0.5757732918
Nash4- Human,minIntensity,-0.4283665316,0.3553282191,4.93E-39,0.1638724384,5.40E-09,0.1638939174,5.01E-09,0.1636851522,4.89E-09,0.1645684964,3.76E-09,0.1624335323,6.42E-09,0.1592140729,1.37E-08,0.1531987131,5.05E-08
Dekel-8 Human,meanF0Hz,-0.4418272108,0.6631959747,2.22E-145,0.1741280825,4.13E-09,0.1759475629,2.61E-09,0.1770258008,1.91E-09,0.1795439597,1.03E-09,0.1909187418,8.89E-11,0.1925528482,6.72E-11,0.1922456714,7.94E-11
Dekel-8 Human,stdevF0Hz,-0.6797535292,0.05106403445,0.08482467868,-0.3556045527,7.16E-35,-0.3600962911,6.29E-36,-0.3675681146,1.25E-37,-0.3692376121,3.84E-38,-0.3701301185,3.59E-38,-0.3840198425,5.12E-41,-0.3926924133,8.69E-43
Dekel-8 Human,HNR,-0.6352833863,-0.1512003626,2.91E-07,-0.1484826592,5.66E-07,-0.1639739386,2.96E-08,-0.1732053685,4.27E-09,-0.1783885842,1.32E-09,-0.1805051454,9.08E-10,-0.1777191989,1.79E-09,-0.1711259377,7.65E-09
Dekel-8 Human,localJitter,-0.6706374943,0.1518515426,2.59E-07,-0.2445799777,8.72E-17,-0.2371522827,6.55E-16,-0.2268014092,1.05E-14,-0.2127197181,3.94E-13,-0.2020346197,6.42E-12,-0.1929674248,6.11E-11,-0.1849429451,4.10E-10
Dekel-8 Human,localabsoluteJitter,-0.6626088451,0.3492900505,4.73E-34,-0.2085182889,1.62E-12,-0.2131806542,4.43E-13,-0.2128746751,4.26E-13,-0.2113807815,5.56E-13,-0.210638365,7.55E-13,-0.207777795,1.74E-12,-0.2030157135,6.27E-12
Dekel-8 Human,rapJitter,-0.7428972112,0.2080277989,1.30E-12,-0.4073541426,3.29E-46,-0.422988607,2.89E-50,-0.4362991662,6.05E-54,-0.4445963746,2.01E-56,-0.4576182567,7.96E-60,-0.4714409872,1.36E-63,-0.4830863854,7.68E-67
Dekel-8 Human,ppq5Jitter,-0.7712144172,0.1424370392,1.38E-06,-0.3725468189,2.33E-38,-0.3991878253,1.80E-44,-0.4225740482,2.25E-50,-0.440283836,3.01E-55,-0.456244682,1.96E-59,-0.4682365688,1.21E-62,-0.476912747,5.88E-65
Dekel-8 Human,ddpJitter,-0.7428972112,0.2080277989,1.30E-12,-0.4073541426,3.29E-46,-0.422988607,2.89E-50,-0.4362991662,6.05E-54,-0.4445963746,2.01E-56,-0.4576182567,7.96E-60,-0.4714409872,1.36E-63,-0.4830863854,7.68E-67
Dekel-8 Human,localShimmer,-0.7072757545,0.314315734,1.47E-27,-0.1326873932,8.00E-06,-0.1385153424,2.96E-06,-0.1426720482,1.39E-06,-0.1480294577,5.16E-07,-0.152577713,2.41E-07,-0.1567143362,1.19E-07,-0.1614286058,5.20E-08
Dekel-8 Human,localdbShimmer,-0.6838616093,0.2799699464,5.64E-22,-0.166372561,1.99E-08,-0.1606283372,5.67E-08,-0.1541332112,1.81E-07,-0.1486248381,4.64E-07,-0.1448844992,9.50E-07,-0.1384143048,3.01E-06,-0.1323585373,8.42E-06
Dekel-8 Human,apq3Shimmer,-0.807136113,0.3737925563,4.06E-39,-0.2456674432,6.31E-17,-0.2614825226,4.03E-19,-0.2718498723,1.11E-20,-0.2804484759,4.77E-22,-0.2880966007,3.92E-23,-0.2942070349,5.34E-24,-0.2999677914,7.99E-25
Dekel-8 Human,apq5Shimmer,-0.6911530806,0.1417358332,1.55E-06,-0.1002071078,0.0007632561189,-0.1204181699,4.95E-05,-0.1392151757,2.50E-06,-0.161485506,4.20E-08,-0.1812139422,7.78E-10,-0.2005583532,1.02E-11,-0.219664571,9.28E-14
Dekel-8 Human,apq11Shimmer,-0.5260941593,0.3799288089,1.86E-40,-0.03919519569,0.1889504901,-0.04614169514,0.1210973814,-0.04967098909,0.09440757572,-0.05376449853,0.06958240596,-0.05408218474,0.06855499565,-0.05991541748,0.0440446967,-0.07064840654,0.01779063098
Dekel-8 Human,ddaShimmer,-0.807136113,0.3737925563,4.06E-39,-0.2456674432,6.31E-17,-0.2614825226,4.03E-19,-0.2718498723,1.11E-20,-0.2804484759,4.77E-22,-0.2880966007,3.92E-23,-0.2942070349,5.34E-24,-0.2999677914,7.99E-25
Dekel-8 Human,meanPitch,-0.4945688521,0.4843790996,4.10E-68,-0.1432370487,1.41E-06,-0.1304584009,1.09E-05,-0.1163582662,8.53E-05,-0.1019053026,0.0005691219639,-0.08137152631,0.006089622989,-0.07065021031,0.01753562824,-0.06020536944,0.04349385244
Dekel-8 Human,maxPitch,-0.6614426662,-0.119215576,5.46E-05,-0.3866209197,2.02E-41,-0.3902325158,2.07E-42,-0.394698852,1.29E-43,-0.3948008544,8.00E-44,-0.3987866936,1.45E-44,-0.4083386456,1.21E-46,-0.4174497847,1.15E-48
Dekel-8 Human,minPitch,-0.5713763573,0.6349175256,1.12E-129,-0.3339794526,1.02E-30,-0.3060004044,6.38E-26,-0.2824960382,2.87E-22,-0.266301313,5.84E-20,-0.2759113462,2.81E-21,-0.2829261968,3.04E-22,-0.290008876,3.07E-23
Dekel-8 Human,meanIntensity,-0.48873451,-0.05613666101,0.05811800645,0.1119721699,0.0001676684713,0.07070651984,0.01744565823,0.02492855511,0.4014457128,-0.019070181,0.5200712748,-0.06588560939,0.02644344069,-0.1116770511,0.0001687660648,-0.1585475434,9.00E-08
Dekel-8 Human,maxIntensity,-0.5631954232,-0.006927183075,0.8152684804,0.06086841235,0.0412297729,0.09830888732,0.0009360954907,0.139809458,2.27E-06,0.1785742671,1.27E-09,0.2286009849,6.37E-15,0.2706281131,2.03E-20,0.3078237234,4.06E-26
Dekel-8 Human,minIntensity,-0.5784667824,-0.1952576364,2.94E-11,-0.2021010916,7.82E-12,-0.1920434832,7.56E-11,-0.1822918561,6.15E-10,-0.1712523197,5.93E-09,-0.1645237853,2.48E-08,-0.1589747806,7.77E-08,-0.1508430306,3.72E-07
Sarah-4 Human,meanF0Hz,-0.8545081224,0.5388807893,5.39E-95,-0.5469359326,3.37E-97,-0.5482878998,3.72E-98,-0.5422084471,5.39E-96,-0.5273514181,2.46E-90,-0.5083764173,1.01E-82,-0.4883737304,2.99E-75,-0.4712426451,3.17E-69
Sarah-4 Human,stdevF0Hz,-0.6107196334,0.232291012,9.16E-17,-0.3098448753,7.26E-29,-0.3062554776,2.58E-28,-0.2931614697,4.45E-26,-0.2781649597,1.25E-23,-0.2683119781,5.91E-22,-0.2593966348,1.68E-20,-0.255148812,8.63E-20
Sarah-4 Human,HNR,-1.355991523,0.063118546,0.02570261527,-0.620584668,2.86E-132,-0.6319985358,3.98E-139,-0.6426925639,7.01E-146,-0.6525893812,1.91E-152,-0.6648121501,1.60E-159,-0.6771728825,5.30E-167,-0.6876900061,1.57E-173
Sarah-4 Human,localJitter,-0.6847231921,-0.2027820244,4.67E-13,-0.1946536825,5.31E-12,-0.1997767099,1.28E-12,-0.2045338543,3.24E-13,-0.2192323749,4.66E-15,-0.235365031,4.05E-17,-0.2511883645,2.78E-19,-0.2644016003,3.48E-21
Sarah-4 Human,localabsoluteJitter,-0.5413322119,-0.2447034989,1.74E-18,-0.01013324939,0.7221307267,-0.01443616614,0.6116929244,-0.01888105937,0.5058381286,-0.03288741775,0.245466655,-0.04777133641,0.09214666754,-0.06190517981,0.02933777662,-0.0745795567,0.008771053151
Sarah-4 Human,rapJitter,-0.8035407181,-0.01362968717,0.6303534147,-0.3627184383,1.14E-39,-0.3660065132,1.44E-40,-0.3692866629,1.75E-41,-0.3692834354,1.22E-41,-0.3753201782,6.77E-43,-0.3820941432,2.40E-44,-0.3864140733,3.20E-45
Sarah-4 Human,ppq5Jitter,-0.6645536118,0.01599208363,0.5723121582,-0.1422192941,5.27E-07,-0.1301594914,4.30E-06,-0.1178529677,3.09E-05,-0.1010244479,0.0003490229645,-0.08853477345,0.001774090551,-0.07769622473,0.006214576241,-0.06627136432,0.01990131446
Sarah-4 Human,ddpJitter,-0.8035407181,-0.01362968717,0.6303534147,-0.3627184383,1.14E-39,-0.3660065132,1.44E-40,-0.3692866629,1.75E-41,-0.3692834354,1.22E-41,-0.3753201782,6.77E-43,-0.3820941432,2.40E-44,-0.3864140733,3.20E-45
Sarah-4 Human,localShimmer,-0.5677022333,0.2270778578,4.53E-16,0.1449892208,3.14E-07,0.1388722262,9.24E-07,0.1316353265,3.19E-06,0.1162805772,3.80E-05,0.1126683817,6.82E-05,0.107434306,0.0001513889168,0.1029230021,0.0002929328092
